"lang"
{
"Language" "ukrainian"
"Tokens"
{
// ---------------------------------------------------------------------------------------------
// GAMEUI_ENGLISH.txt

		"GameUI_MainMenuMovieScene"	"Тло головного меню"
	"StickerKit_desc_columbus2016_signature_aizy_foil" "Ця лискуча наліпка підписана професійним гравцем Philip Aistrup Larsen з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
	"StickerKit_columbus2016_signature_aizy_gold" "aizy (золота) | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_aizy_gold" "Ця золота наліпка підписана професійним гравцем Philip Aistrup Larsen з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."

	"StickerKit_columbus2016_signature_fox" "fox | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_fox" "Ця наліпка підписана професійним гравцем Ricardo Pacheco з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
	"StickerKit_columbus2016_signature_fox_foil" "fox (лискуча) | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_fox_foil" "Ця лискуча наліпка підписана професійним гравцем Ricardo Pacheco з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
	"StickerKit_columbus2016_signature_fox_gold" "fox (золота) | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_fox_gold" "Ця золота наліпка підписана професійним гравцем Ricardo Pacheco з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."

	"StickerKit_columbus2016_signature_maikelele" "Maikelele | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_maikelele" "Ця наліпка підписана професійним гравцем Mikail Bill з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
	"StickerKit_columbus2016_signature_maikelele_foil" "Maikelele (лискуча) | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_maikelele_foil" "Ця лискуча наліпка підписана професійним гравцем Mikail Bill з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
	"StickerKit_columbus2016_signature_maikelele_gold" "Maikelele (золота) | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_maikelele_gold" "Ця золота наліпка підписана професійним гравцем Mikail Bill з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."

	"StickerKit_columbus2016_signature_rain" "rain | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_rain" "Ця наліпка підписана професійним гравцем Håvard Nygaard з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
	"StickerKit_columbus2016_signature_rain_foil" "rain (лискуча) | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_rain_foil" "Ця лискуча наліпка підписана професійним гравцем Håvard Nygaard з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
	"StickerKit_columbus2016_signature_rain_gold" "rain (золота) | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_rain_gold" "Ця золота наліпка підписана професійним гравцем Håvard Nygaard з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."

	"StickerKit_columbus2016_signature_jkaem" "jkaem | MLG Columbus 2016"
	"StickerKit_desc_columbus2016_signature_jkaem" "Ця наліпка підписана професійним гравцем Joakim Myrbostad з команди FaZe Clan на MLG Колумбус 2016.\n\n50% коштів, отриманих із продажу цієї наліпки, буде передано вказаному гравцеві та організації."
